Tweet Id,Tweet URL,Tweet Posted Time,Tweet Content,Tweet Type,Client,Retweets received,Likes received,User Id,Name,Username,Verified or Non-Verified,Profile URL,Protected or Not Protected
"""1159630990517473280""",https://twitter.com/katyperry/status/1159630990517473280,09-08-2019 01:02,"""Ain’t it funny? ‘Cause now there’s nothing left but...☝🏼 https://t.co/CeDVL9z6oz""",Tweet,Twitter for iPhone,6198,36417,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1159585658135990277""",https://twitter.com/katyperry/status/1159585658135990277,08-08-2019 22:02,"""Strangers ➡ Lovers ➡ Strangers #SmallTalk tonight! https://t.co/CTi9fuY4F4""",Tweet,Twitter for iPhone,5869,26670,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1159545033491566595""",https://twitter.com/katyperry/status/1159545033491566595,08-08-2019 19:20,"""Ready for some #SmallTalk tonight? Here’s a sneak peek 👀 at the song and lyric video. https://t.co/vN0khlXBSo☝🏼 https://t.co/Y3qXUR4Tll""",Tweet,Twitter for iPhone,6437,25921,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1159260970994360320""",https://twitter.com/katyperry/status/1159260970994360320,08-08-2019 00:32,"""100 million digital singles and still insecure 🤷🏼‍♀️ @ Capitol Records https://t.co/ap7pO0fWAc""",Tweet,Instagram,2376,16338,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1159162860003442688""",https://twitter.com/katyperry/status/1159162860003442688,07-08-2019 18:02,"""and now there's nothing left but #smalltalk☝🏼🌼 https://t.co/vN0khlXBSo https://t.co/jreWIw5O9T""",Tweet,Twitter for iPhone,8811,40584,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1159132375390887936""",https://twitter.com/katyperry/status/1159132375390887936,07-08-2019 16:01,"""#SmallTalk https://t.co/Ux9mVfaGMX""",Tweet,Twitter for iPhone,4364,22118,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1158921138015100928""",https://twitter.com/katyperry/status/1158921138015100928,07-08-2019 02:01,"""#SmallTalk https://t.co/c0t3TD5sVK""",Tweet,Twitter for iPhone,6137,28493,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1158906024830492672""",https://twitter.com/katyperry/status/1158906024830492672,07-08-2019 01:01,"""#SmallTalk https://t.co/vhitNcxAkP""",Tweet,Twitter for iPhone,4490,20815,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1158845655357374466""",https://twitter.com/katyperry/status/1158845655357374466,06-08-2019 21:01,"""#SmallTalk https://t.co/IpSL0aAu1t""",Tweet,Twitter for iPhone,10643,48809,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
"""1158815201262575616""",https://twitter.com/katyperry/status/1158815201262575616,06-08-2019 19:00,"""If you want to walk a mile in these Hudson shoes 💁🏼‍♀️ you better have (faux) crocodile skin. Rock out 🤘🏼 with your croc out 🐊 on this #ShoesdayTuesday @kpcollections https://t.co/4NRnDCeXcS""",Tweet,Twitter for iPhone,778,8647,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,Not Protected
